epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,258.008,1.36466,0.61307,1.1565,0.94568,0.93687,0.97304,0.572,1.47715,0.59569,1.26166,0.0007724,0.0007724,0.0007724
33,265.942,1.33417,0.60484,1.12863,0.93796,0.934,0.97924,0.58642,1.44656,0.57755,1.24885,0.0007328,0.0007328,0.0007328
34,273.877,1.34814,0.60628,1.14962,0.95051,0.93257,0.98008,0.59695,1.44419,0.56502,1.24553,0.0006932,0.0006932,0.0006932
35,281.857,1.3366,0.58539,1.14667,0.96199,0.92683,0.97835,0.59129,1.44293,0.5631,1.25405,0.0006536,0.0006536,0.0006536
36,289.794,1.33782,0.61613,1.14117,0.96282,0.92888,0.97941,0.60652,1.41793,0.56324,1.23852,0.000614,0.000614,0.000614
37,297.803,1.31176,0.59126,1.14339,0.96492,0.9076,0.97338,0.58825,1.44274,0.57367,1.24331,0.0005744,0.0005744,0.0005744
38,305.705,1.29399,0.57775,1.14605,0.93688,0.937,0.97868,0.59669,1.4193,0.55784,1.24118,0.0005348,0.0005348,0.0005348
39,313.59,1.28376,0.55991,1.11726,0.9612,0.92253,0.97506,0.5919,1.43184,0.55848,1.2499,0.0004952,0.0004952,0.0004952
40,321.546,1.28673,0.57744,1.12799,0.94964,0.91984,0.97489,0.58761,1.43057,0.56893,1.24366,0.0004556,0.0004556,0.0004556
41,330.632,1.27802,0.56492,1.15455,0.94384,0.93257,0.97479,0.59608,1.42858,0.55761,1.23645,0.000416,0.000416,0.000416
42,339.186,1.2856,0.56041,1.16421,0.95382,0.9187,0.97341,0.58952,1.43172,0.56618,1.24189,0.0003764,0.0003764,0.0003764
43,347.185,1.26614,0.5747,1.13401,0.95648,0.91443,0.97763,0.60408,1.42267,0.55715,1.2401,0.0003368,0.0003368,0.0003368
44,355.181,1.26829,0.57863,1.14991,0.96658,0.9128,0.97664,0.60093,1.41083,0.54767,1.23576,0.0002972,0.0002972,0.0002972
45,363.325,1.25546,0.54226,1.14514,0.96366,0.91302,0.97631,0.59524,1.42878,0.53721,1.24549,0.0002576,0.0002576,0.0002576
46,372.179,1.23829,0.53241,1.14109,0.9599,0.92718,0.97778,0.60066,1.41644,0.53836,1.22979,0.000218,0.000218,0.000218
47,381.773,1.2046,0.51828,1.14265,0.9592,0.92109,0.97914,0.60902,1.41111,0.5333,1.226,0.0001784,0.0001784,0.0001784
48,391.805,1.18538,0.5123,1.11323,0.94932,0.93544,0.97969,0.6105,1.40492,0.53043,1.22596,0.0001388,0.0001388,0.0001388
49,402.133,1.1872,0.50977,1.12626,0.95688,0.9232,0.97756,0.60951,1.40523,0.53366,1.22685,9.92e-05,9.92e-05,9.92e-05
50,410.505,1.19122,0.51099,1.11363,0.95113,0.92539,0.97682,0.61001,1.40947,0.53602,1.226,5.96e-05,5.96e-05,5.96e-05
