epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,129.027,1.5674,0.90218,1.20723,0.68854,0.62756,0.55027,0.1451,1.90836,6.97239,1.19603,2.80512e-05,2.80512e-05,2.80512e-05
15,138.457,1.55771,0.89755,1.1913,0.76799,0.66774,0.65535,0.17407,1.82499,6.81138,1.14563,2.73032e-05,2.73032e-05,2.73032e-05
16,147.605,1.55322,0.89684,1.18659,0.68445,0.6371,0.59779,0.15387,1.86686,9.83254,1.1782,2.65553e-05,2.65553e-05,2.65553e-05
17,156.679,1.53736,0.89318,1.18655,0.76901,0.67742,0.69409,0.18727,1.75111,8.43356,1.09333,2.58074e-05,2.58074e-05,2.58074e-05
18,165.755,1.51214,0.85711,1.1749,0.75518,0.67258,0.64479,0.16959,1.83264,6.16358,1.15678,2.50595e-05,2.50595e-05,2.50595e-05
19,174.805,1.53989,0.87134,1.17702,0.74152,0.64839,0.63469,0.16958,1.83978,7.71294,1.15655,2.43115e-05,2.43115e-05,2.43115e-05
20,183.892,1.50258,0.85307,1.17017,0.78383,0.66671,0.64285,0.16734,1.85575,5.36745,1.16802,2.35636e-05,2.35636e-05,2.35636e-05
21,192.986,1.48624,0.84136,1.16272,0.72948,0.67258,0.63746,0.16581,1.82248,8.39747,1.15052,2.28157e-05,2.28157e-05,2.28157e-05
22,202.078,1.49426,0.86312,1.16735,0.70506,0.6371,0.56333,0.14434,1.8895,8.7497,1.21054,2.20677e-05,2.20677e-05,2.20677e-05
23,211.198,1.47475,0.83285,1.15289,0.71378,0.66769,0.61421,0.15826,1.87027,5.83722,1.18727,2.13198e-05,2.13198e-05,2.13198e-05
24,220.284,1.49044,0.82563,1.15987,0.70767,0.67937,0.62502,0.16497,1.81971,8.90884,1.15163,2.05719e-05,2.05719e-05,2.05719e-05
25,229.409,1.47706,0.83296,1.1508,0.71814,0.6534,0.62258,0.16179,1.82792,9.06454,1.15771,1.98239e-05,1.98239e-05,1.98239e-05
26,238.6,1.46539,0.83851,1.1535,0.69735,0.6132,0.55927,0.14393,1.88641,10.2316,1.21262,1.9076e-05,1.9076e-05,1.9076e-05
27,247.758,1.43583,0.80781,1.14824,0.72099,0.59677,0.56309,0.14587,1.89522,8.88569,1.21499,1.83281e-05,1.83281e-05,1.83281e-05
28,256.891,1.46541,0.82533,1.15554,0.71862,0.66129,0.60682,0.15621,1.8414,7.8082,1.18084,1.75801e-05,1.75801e-05,1.75801e-05
29,266.105,1.43241,0.80899,1.14049,0.70779,0.63289,0.58371,0.15015,1.88285,7.17384,1.20628,1.68322e-05,1.68322e-05,1.68322e-05
30,275.294,1.43431,0.81118,1.14433,0.6973,0.65022,0.58721,0.15221,1.85558,7.79497,1.18372,1.60843e-05,1.60843e-05,1.60843e-05
31,284.46,1.42133,0.80618,1.12718,0.67954,0.63387,0.58153,0.15144,1.86511,9.50576,1.19815,1.53364e-05,1.53364e-05,1.53364e-05
32,293.603,1.41943,0.81311,1.14137,0.71981,0.61774,0.57856,0.14979,1.88576,6.87471,1.21035,1.45884e-05,1.45884e-05,1.45884e-05
33,302.777,1.41461,0.78382,1.12741,0.7375,0.59516,0.56241,0.13923,1.91822,7.84667,1.24293,1.38405e-05,1.38405e-05,1.38405e-05
34,311.845,1.41766,0.7985,1.13843,0.7404,0.64401,0.60545,0.15422,1.87859,6.68084,1.21409,1.30926e-05,1.30926e-05,1.30926e-05
35,321.027,1.41254,0.79493,1.12937,0.72025,0.62288,0.58385,0.14536,1.89715,7.60816,1.22938,1.23446e-05,1.23446e-05,1.23446e-05
36,330.304,1.41385,0.8161,1.12876,0.70752,0.64677,0.60828,0.1494,1.87019,9.9131,1.21504,1.15967e-05,1.15967e-05,1.15967e-05
37,339.428,1.41931,0.80057,1.14108,0.69205,0.65,0.60057,0.14859,1.86669,11.9037,1.21292,1.08488e-05,1.08488e-05,1.08488e-05
38,348.627,1.39951,0.80122,1.12571,0.71563,0.60806,0.56089,0.14121,1.90825,8.84679,1.24799,1.01008e-05,1.01008e-05,1.01008e-05
39,357.724,1.4032,0.79529,1.12823,0.72413,0.61774,0.57858,0.1404,1.91522,9.24303,1.25352,9.35291e-06,9.35291e-06,9.35291e-06
40,366.893,1.40683,0.78602,1.13096,0.70261,0.61774,0.56092,0.13838,1.90489,9.21029,1.24348,8.60498e-06,8.60498e-06,8.60498e-06
41,376.68,1.45129,0.78398,1.20842,0.75275,0.60889,0.57845,0.14022,1.94844,7.92723,1.29079,7.85705e-06,7.85705e-06,7.85705e-06
42,385.878,1.36598,0.75298,1.15853,0.7218,0.63226,0.5773,0.14135,1.93372,6.272,1.28173,7.10912e-06,7.10912e-06,7.10912e-06
43,394.937,1.34771,0.74843,1.16343,0.72992,0.60645,0.56552,0.13385,1.96648,6.39475,1.32243,6.36119e-06,6.36119e-06,6.36119e-06
44,404.129,1.3195,0.72549,1.14533,0.72809,0.59516,0.55231,0.13037,1.97941,7.2797,1.33455,5.61326e-06,5.61326e-06,5.61326e-06
45,413.168,1.32619,0.72605,1.14736,0.73954,0.6,0.56119,0.13336,1.97128,5.96055,1.32895,4.86533e-06,4.86533e-06,4.86533e-06
46,422.291,1.29812,0.70689,1.13145,0.71714,0.61935,0.56046,0.13042,1.98767,5.19191,1.33783,4.1174e-06,4.1174e-06,4.1174e-06
47,431.562,1.30651,0.70792,1.13384,0.73104,0.60645,0.55902,0.13226,1.97915,5.53983,1.33685,3.36947e-06,3.36947e-06,3.36947e-06
48,440.594,1.29983,0.71607,1.1276,0.71366,0.61613,0.55505,0.12942,1.98797,5.35176,1.3413,2.62153e-06,2.62153e-06,2.62153e-06
49,449.721,1.28643,0.69977,1.13478,0.72657,0.59574,0.55928,0.1314,1.98113,5.638,1.34207,1.8736e-06,1.8736e-06,1.8736e-06
50,458.873,1.29943,0.70448,1.13615,0.7276,0.59452,0.55777,0.13159,1.98001,5.50732,1.34147,1.12567e-06,1.12567e-06,1.12567e-06
